Entity,Code,Year,Solar PV (Terawatt-hours)
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0.001625
Kuwait,KWT,2015,0.0040625
Kuwait,KWT,2016,0.02770068493150685
Lithuania,LTU,1985,0
Lithuania,LTU,1986,0
Lithuania,LTU,1987,0
Lithuania,LTU,1988,0
Lithuania,LTU,1989,0
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0
Lithuania,LTU,2005,0
Lithuania,LTU,2006,0
Lithuania,LTU,2007,0
Lithuania,LTU,2008,0
Lithuania,LTU,2009,0
Lithuania,LTU,2010,0
Lithuania,LTU,2011,0.0001
Lithuania,LTU,2012,0.0023
Lithuania,LTU,2013,0.0448
Lithuania,LTU,2014,0.073
Lithuania,LTU,2015,0.0733
Lithuania,LTU,2016,0.067
Malaysia,MYS,1965,0
Malaysia,MYS,1966,0
Malaysia,MYS,1967,0
Malaysia,MYS,1968,0
Malaysia,MYS,1969,0
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0.000010101010101009983
Malaysia,MYS,2008,0.000010101010101009983
Malaysia,MYS,2009,0.000010101010101009983
Malaysia,MYS,2010,0.000010101010101009983
Malaysia,MYS,2011,0.000010101010101009983
Malaysia,MYS,2012,0.047
Malaysia,MYS,2013,0.141
Malaysia,MYS,2014,0.227
Malaysia,MYS,2015,0.273
Malaysia,MYS,2016,0.3254565885160394
Mexico,MEX,1965,0
Mexico,MEX,1966,0
Mexico,MEX,1967,0
Mexico,MEX,1968,0
Mexico,MEX,1969,0
Mexico,MEX,1970,0
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.001
Mexico,MEX,1991,0.002
Mexico,MEX,1992,0.003
Mexico,MEX,1993,0.004
Mexico,MEX,1994,0.005
Mexico,MEX,1995,0.005
Mexico,MEX,1996,0.006
Mexico,MEX,1997,0.006
Mexico,MEX,1998,0.007
Mexico,MEX,1999,0.007
Mexico,MEX,2000,0.007
Mexico,MEX,2001,0.008
Mexico,MEX,2002,0.008
Mexico,MEX,2003,0.008
Mexico,MEX,2004,0.009
Mexico,MEX,2005,0.009
Mexico,MEX,2006,0.01
Mexico,MEX,2007,0.009
Mexico,MEX,2008,0.019
Mexico,MEX,2009,0.027
Mexico,MEX,2010,0.031
Mexico,MEX,2011,0.041
Mexico,MEX,2012,0.069
Mexico,MEX,2013,0.106
Mexico,MEX,2014,0.221
Mexico,MEX,2015,0.246
Mexico,MEX,2016,0.4242872208
Middle East,,1965,0
Middle East,,1966,0
Middle East,,1967,0
Middle East,,1968,0
Middle East,,1969,0
Middle East,,1970,0
Middle East,,1971,0
Middle East,,1972,0
Middle East,,1973,0
Middle East,,1974,0
Middle East,,1975,0
Middle East,,1976,0
Middle East,,1977,0
Middle East,,1978,0
Middle East,,1979,0
Middle East,,1980,0
Middle East,,1981,0
Middle East,,1982,0
Middle East,,1983,0
Middle East,,1984,0
Middle East,,1985,0
Middle East,,1986,0
Middle East,,1987,0
Middle East,,1988,0
Middle East,,1989,0
Middle East,,1990,0
Middle East,,1991,0
Middle East,,1992,0
Middle East,,1993,0
Middle East,,1994,0
Middle East,,1995,0
Middle East,,1996,0
Middle East,,1997,0
Middle East,,1998,0
Middle East,,1999,0
Middle East,,2000,0
Middle East,,2001,0
Middle East,,2002,0
Middle East,,2003,0
Middle East,,2004,0
Middle East,,2005,0
Middle East,,2006,0
Middle East,,2007,0
Middle East,,2008,0.002544452054794521
Middle East,,2009,0.03615000000000001
Middle East,,2010,0.09291350000000001
Middle East,,2011,0.216633
Middle East,,2012,0.39977202739726025
Middle East,,2013,0.6604399999999998
Middle East,,2014,1.2573524999999997
Middle East,,2015,1.6688912259424658
Middle East,,2016,2.4607308500555747
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0
Netherlands,NLD,1987,0
Netherlands,NLD,1988,0
Netherlands,NLD,1989,0
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0.001
Netherlands,NLD,1993,0.001
Netherlands,NLD,1994,0.00001
Netherlands,NLD,1995,0.001
Netherlands,NLD,1996,0.002
Netherlands,NLD,1997,0.002
Netherlands,NLD,1998,0.0035
Netherlands,NLD,1999,0.00527
Netherlands,NLD,2000,0.00771
Netherlands,NLD,2001,0.01306
Netherlands,NLD,2002,0.01704
Netherlands,NLD,2003,0.03074
Netherlands,NLD,2004,0.03314
Netherlands,NLD,2005,0.034199
Netherlands,NLD,2006,0.035223
Netherlands,NLD,2007,0.035712
Netherlands,NLD,2008,0.038889
Netherlands,NLD,2009,0.044444
Netherlands,NLD,2010,0.059444
Netherlands,NLD,2011,0.100344
Netherlands,NLD,2012,0.253753
Netherlands,NLD,2013,0.5159
Netherlands,NLD,2014,0.784762
Netherlands,NLD,2015,1.121509
Netherlands,NLD,2016,1.5319287866724483
New Zealand,NZL,1965,0
New Zealand,NZL,1966,0
New Zealand,NZL,1967,0
New Zealand,NZL,1968,0
New Zealand,NZL,1969,0
New Zealand,NZL,1970,0
New Zealand,NZL,1971,0
New Zealand,NZL,1972,0
New Zealand,NZL,1973,0
New Zealand,NZL,1974,0
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0
New Zealand,NZL,1993,0
New Zealand,NZL,1994,0
New Zealand,NZL,1995,0
New Zealand,NZL,1996,0
New Zealand,NZL,1997,0
New Zealand,NZL,1998,0
New Zealand,NZL,1999,0
New Zealand,NZL,2000,0
New Zealand,NZL,2001,0
New Zealand,NZL,2002,0
New Zealand,NZL,2003,0
New Zealand,NZL,2004,0
New Zealand,NZL,2005,0
New Zealand,NZL,2006,0
New Zealand,NZL,2007,0.0034058945031770612
New Zealand,NZL,2008,0.003430747478787839
New Zealand,NZL,2009,0.003451888890909049
New Zealand,NZL,2010,0.003828523748096843
New Zealand,NZL,2011,0.004126850273922569
New Zealand,NZL,2012,0.004822945500849256
New Zealand,NZL,2013,0.007116062121212036
New Zealand,NZL,2014,0.017580877575757357
New Zealand,NZL,2015,0.034407126868686445
New Zealand,NZL,2016,0.052223580606060034
Non-OECD,,1965,0
Non-OECD,,1966,0
Non-OECD,,1967,0
Non-OECD,,1968,0
Non-OECD,,1969,0
Non-OECD,,1970,0
Non-OECD,,1971,0
Non-OECD,,1972,0
Non-OECD,,1973,0
Non-OECD,,1974,0
Non-OECD,,1975,0
Non-OECD,,1976,0
Non-OECD,,1977,0
Non-OECD,,1978,0
Non-OECD,,1979,0
Non-OECD,,1980,0
Non-OECD,,1981,0
Non-OECD,,1982,0
Non-OECD,,1983,0
Non-OECD,,1984,0
Non-OECD,,1985,0
Non-OECD,,1986,0
Non-OECD,,1987,0
Non-OECD,,1988,0
Non-OECD,,1989,0
Non-OECD,,1990,0.002
Non-OECD,,1991,0.002
Non-OECD,,1992,0.0031010101010101
Non-OECD,,1993,0.0041010101010101
Non-OECD,,1994,0.0051010101010101
Non-OECD,,1995,0.008111111111111098
Non-OECD,,1996,0.015161616161616088
Non-OECD,,1997,0.017163616161616088
Non-OECD,,1998,0.0690123644598438
Non-OECD,,1999,0.07322573399580667
Non-OECD,,2000,0.08410063925102745
Non-OECD,,2001,0.09960009193469196
Non-OECD,,2002,0.14249999848183414
Non-OECD,,2003,0.16775382053997728
Non-OECD,,2004,0.1898274886258886
Non-OECD,,2005,0.20840803659152737
Non-OECD,,2006,0.23605025895019183
Non-OECD,,2007,0.27325385531779517
Non-OECD,,2008,0.4070092439508047
Non-OECD,,2009,0.6409866315042131
Non-OECD,,2010,1.543920592485558
Non-OECD,,2011,4.280408209876129
Non-OECD,,2012,8.143549035537788
Non-OECD,,2013,17.38851459363699
Non-OECD,,2014,37.06944528849643
Non-OECD,,2015,59.088164736118536
Non-OECD,,2016,96.56507122636914
North America,,1965,0
North America,,1966,0
North America,,1967,0
North America,,1968,0
North America,,1969,0
North America,,1970,0
North America,,1971,0
North America,,1972,0
North America,,1973,0
North America,,1974,0
North America,,1975,0
North America,,1976,0
North America,,1977,0
North America,,1978,0
North America,,1979,0
North America,,1980,0
North America,,1981,0
North America,,1982,0
North America,,1983,0.003
North America,,1984,0.005301010101010101
North America,,1985,0.010737373737373738
North America,,1986,0.014173737373737375
North America,,1987,0.010603030303030303
North America,,1988,0.009185858585858585
North America,,1989,0.25313232323232326
North America,,1990,0.3717949494949495
North America,,1991,0.4802528729674542
North America,,1992,0.4138971094882212
North America,,1993,0.4812145240299379
North America,,1994,0.5089254253602808
North America,,1995,0.5233136784785027
North America,,1996,0.5532359544271023
North America,,1997,0.5456430955342495
North America,,1998,0.5417646092241868
North America,,1999,0.5386052275113679
North America,,2000,0.5419337067548338
North America,,2001,0.6019300028613576
North America,,2002,0.6323344397637921
North America,,2003,0.6414437920375603
North America,,2004,0.7213955956735001
North America,,2005,0.7763743178248999
North America,,2006,0.8571163396051192
North America,,2007,1.1333578670450624
North America,,2008,1.6874836163313105
North America,,2009,2.1777491442444146
North America,,2010,3.264760170972112
North America,,2011,5.27305162797013
North America,,2012,9.922107269239234
North America,,2013,17.378564230597895
North America,,2014,31.302826616161614
North America,,2015,42.26848387626263
North America,,2016,60.29421926037382
Norway,NOR,1965,0
Norway,NOR,1966,0
Norway,NOR,1967,0
Norway,NOR,1968,0
Norway,NOR,1969,0
Norway,NOR,1970,0
Norway,NOR,1971,0
Norway,NOR,1972,0
Norway,NOR,1973,0
Norway,NOR,1974,0
Norway,NOR,1975,0
Norway,NOR,1976,0
Norway,NOR,1977,0
Norway,NOR,1978,0
Norway,NOR,1979,0
Norway,NOR,1980,0
Norway,NOR,1981,0
Norway,NOR,1982,0
Norway,NOR,1983,0
Norway,NOR,1984,0
Norway,NOR,1985,0
Norway,NOR,1986,0
Norway,NOR,1987,0
Norway,NOR,1988,0
Norway,NOR,1989,0
Norway,NOR,1990,0
Norway,NOR,1991,0
Norway,NOR,1992,0
Norway,NOR,1993,0
Norway,NOR,1994,0
Norway,NOR,1995,0
Norway,NOR,1996,0
Norway,NOR,1997,0
Norway,NOR,1998,0
Norway,NOR,1999,0
Norway,NOR,2000,0
Norway,NOR,2001,0
Norway,NOR,2002,0
Norway,NOR,2003,0
Norway,NOR,2004,0
Norway,NOR,2005,0
Norway,NOR,2006,0
Norway,NOR,2007,0
Norway,NOR,2008,0.007355095890410959
Norway,NOR,2009,0.0076500000000000005
Norway,NOR,2010,0.00801
Norway,NOR,2011,0.00837
Norway,NOR,2012,0.00879904109589041
Norway,NOR,2013,0.009269999999999999
Norway,NOR,2014,0.01053
Norway,NOR,2015,0.012825
Norway,NOR,2016,0.019132273972602743
OECD,,1965,0
OECD,,1966,0
OECD,,1967,0
OECD,,1968,0
OECD,,1969,0
OECD,,1970,0
OECD,,1971,0
OECD,,1972,0
OECD,,1973,0
OECD,,1974,0
OECD,,1975,0
OECD,,1976,0
OECD,,1977,0
OECD,,1978,0
OECD,,1979,0
OECD,,1980,0
OECD,,1981,0
OECD,,1982,0
OECD,,1983,0.003
OECD,,1984,0.0063111111111111
OECD,,1985,0.011747474747474736
OECD,,1986,0.015183838383838372
OECD,,1987,0.010603030303030303
OECD,,1988,0.010195959595959583
OECD,,1989,0.26222323232323225
OECD,,1990,0.3845626262626262
OECD,,1991,0.5044604487250298
OECD,,1992,0.4657123822154938
OECD,,1993,0.5526944937269075
OECD,,1994,0.5958906930370484
OECD,,1995,0.633488526963351
OECD,,1996,0.6897635271543747
OECD,,1997,0.7399080444549632
OECD,,1998,0.8107124905373178
OECD,,1999,0.8913313133699533
OECD,,2000,1.0667532971450358
OECD,,2001,1.3261083331505492
OECD,,2002,1.664759556430457
OECD,,2003,2.126488162744631
OECD,,2004,2.8196475766985443
OECD,,2005,4.021509016769137
OECD,,2006,5.546524591625321
OECD,,2007,7.428858746396725
OECD,,2008,12.184221252812447
OECD,,2009,20.27693197545355
OECD,,2010,32.27233372221761
OECD,,2011,60.414704173913314
OECD,,2012,91.89035833205553
OECD,,2013,120.17263920475297
OECD,,2014,159.26354222762103
OECD,,2015,197.10276407708523
OECD,,2016,236.4874212789552
Other Africa,,1965,0
Other Africa,,1966,0
Other Africa,,1967,0
Other Africa,,1968,0
Other Africa,,1969,0
Other Africa,,1970,0
Other Africa,,1971,0
Other Africa,,1972,0
Other Africa,,1973,0
Other Africa,,1974,0
Other Africa,,1975,0
Other Africa,,1976,0
Other Africa,,1977,0
Other Africa,,1978,0
Other Africa,,1979,0
Other Africa,,1980,0
Other Africa,,1981,0
Other Africa,,1982,0
Other Africa,,1983,0
Other Africa,,1984,0
Other Africa,,1985,0
Other Africa,,1986,0
Other Africa,,1987,0
Other Africa,,1988,0
Other Africa,,1989,0
Other Africa,,1990,0
Other Africa,,1991,0
Other Africa,,1992,0
Other Africa,,1993,0
Other Africa,,1994,0
Other Africa,,1995,0
Other Africa,,1996,0
Other Africa,,1997,0
Other Africa,,1998,0
Other Africa,,1999,0
Other Africa,,2000,0.002
Other Africa,,2001,0.002
Other Africa,,2002,0.0021010101010101
Other Africa,,2003,0.0021010101010101
Other Africa,,2004,0.004111111111111098
Other Africa,,2005,0.007111111111111098
Other Africa,,2006,0.010721212121212097
Other Africa,,2007,0.012645495121212096
Other Africa,,2008,0.0661478835732669
Other Africa,,2009,0.1038034291212121
Other Africa,,2010,0.18829365010101012
Other Africa,,2011,0.2852245336010101
Other Africa,,2012,0.39797938156115964
Other Africa,,2013,0.5148813122010102
Other Africa,,2014,0.5972677992010103
Other Africa,,2015,0.6927063036
Other Africa,,2016,1.177572437801585
Other Asia Pacific,,1965,0
Other Asia Pacific,,1966,0
Other Asia Pacific,,1967,0
Other Asia Pacific,,1968,0
Other Asia Pacific,,1969,0
Other Asia Pacific,,1970,0
Other Asia Pacific,,1971,0
Other Asia Pacific,,1972,0
Other Asia Pacific,,1973,0
Other Asia Pacific,,1974,0
Other Asia Pacific,,1975,0
Other Asia Pacific,,1976,0
Other Asia Pacific,,1977,0
Other Asia Pacific,,1978,0
Other Asia Pacific,,1979,0
Other Asia Pacific,,1980,0
Other Asia Pacific,,1981,0
Other Asia Pacific,,1982,0
Other Asia Pacific,,1983,0
Other Asia Pacific,,1984,0
Other Asia Pacific,,1985,0
Other Asia Pacific,,1986,0
Other Asia Pacific,,1987,0
Other Asia Pacific,,1988,0
Other Asia Pacific,,1989,0
Other Asia Pacific,,1990,0
Other Asia Pacific,,1991,0
Other Asia Pacific,,1992,0.00010101010101009982
Other Asia Pacific,,1993,0.00010101010101009982
Other Asia Pacific,,1994,0.00010101010101009982
Other Asia Pacific,,1995,0.00010101010101009982
Other Asia Pacific,,1996,0.00010101010101009982
Other Asia Pacific,,1997,0.00010301010101009981
Other Asia Pacific,,1998,0.0003130101010100998
Other Asia Pacific,,1999,0.0003100101010100998
Other Asia Pacific,,2000,0.0008440101010100999
Other Asia Pacific,,2001,0.0013181061010100997
Other Asia Pacific,,2002,0.0022121221010101
Other Asia Pacific,,2003,0.0032150122020201998
Other Asia Pacific,,2004,0.0051501225050505
Other Asia Pacific,,2005,0.006232487515151508
Other Asia Pacific,,2006,0.009046335555555526
Other Asia Pacific,,2007,0.009935035757575724
Other Asia Pacific,,2008,0.027859424237442917
Other Asia Pacific,,2009,0.033500137333333325
Other Asia Pacific,,2010,0.045963956747474735
Other Asia Pacific,,2011,0.05744764041414141
Other Asia Pacific,,2012,0.07691616227687836
Other Asia Pacific,,2013,0.10071701396969696
Other Asia Pacific,,2014,0.13773865896969698
Other Asia Pacific,,2015,0.17685132410569698
Other Asia Pacific,,2016,0.2101206675366452
Other Europe & Eurasia,,1965,0
Other Europe & Eurasia,,1966,0
Other Europe & Eurasia,,1967,0
Other Europe & Eurasia,,1968,0
Other Europe & Eurasia,,1969,0
Other Europe & Eurasia,,1970,0
Other Europe & Eurasia,,1971,0
Other Europe & Eurasia,,1972,0
Other Europe & Eurasia,,1973,0
Other Europe & Eurasia,,1974,0
Other Europe & Eurasia,,1975,0
Other Europe & Eurasia,,1976,0
Other Europe & Eurasia,,1977,0
Other Europe & Eurasia,,1978,0
Other Europe & Eurasia,,1979,0
Other Europe & Eurasia,,1980,0
Other Europe & Eurasia,,1981,0
Other Europe & Eurasia,,1982,0
Other Europe & Eurasia,,1983,0
Other Europe & Eurasia,,1984,0
Other Europe & Eurasia,,1985,0
Other Europe & Eurasia,,1986,0
Other Europe & Eurasia,,1987,0
Other Europe & Eurasia,,1988,0
Other Europe & Eurasia,,1989,0
Other Europe & Eurasia,,1990,0
Other Europe & Eurasia,,1991,0
Other Europe & Eurasia,,1992,0
Other Europe & Eurasia,,1993,0
Other Europe & Eurasia,,1994,0
Other Europe & Eurasia,,1995,0
Other Europe & Eurasia,,1996,0
Other Europe & Eurasia,,1997,0
Other Europe & Eurasia,,1998,0
Other Europe & Eurasia,,1999,0
Other Europe & Eurasia,,2000,0.000040277777777
Other Europe & Eurasia,,2001,0.000046388888888
Other Europe & Eurasia,,2002,0.000058888888888
Other Europe & Eurasia,,2003,0
Other Europe & Eurasia,,2004,0.009599166666666669
Other Europe & Eurasia,,2005,0.0182643333333333
Other Europe & Eurasia,,2006,0.0221158888888889
Other Europe & Eurasia,,2007,0.022634111111111098
Other Europe & Eurasia,,2008,0.02464584474885848
Other Europe & Eurasia,,2009,0.0315671205656566
Other Europe & Eurasia,,2010,0.0474548667777778
Other Europe & Eurasia,,2011,0.120786658444444
Other Europe & Eurasia,,2012,0.2643056861917808
Other Europe & Eurasia,,2013,0.416844565
Other Europe & Eurasia,,2014,0.613154375191919
Other Europe & Eurasia,,2015,0.758061860212121
Other Europe & Eurasia,,2016,0.8157309779795798
Other Middle East,,1965,0
Other Middle East,,1966,0
Other Middle East,,1967,0
Other Middle East,,1968,0
Other Middle East,,1969,0
Other Middle East,,1970,0
Other Middle East,,1971,0
Other Middle East,,1972,0
Other Middle East,,1973,0
Other Middle East,,1974,0
Other Middle East,,1975,0
Other Middle East,,1976,0
Other Middle East,,1977,0
Other Middle East,,1978,0
Other Middle East,,1979,0
Other Middle East,,1980,0
Other Middle East,,1981,0
Other Middle East,,1982,0
Other Middle East,,1983,0
Other Middle East,,1984,0
Other Middle East,,1985,0
Other Middle East,,1986,0
Other Middle East,,1987,0
Other Middle East,,1988,0
Other Middle East,,1989,0
Other Middle East,,1990,0
Other Middle East,,1991,0
Other Middle East,,1992,0
Other Middle East,,1993,0
Other Middle East,,1994,0
Other Middle East,,1995,0
Other Middle East,,1996,0
Other Middle East,,1997,0
Other Middle East,,1998,0
Other Middle East,,1999,0
Other Middle East,,2000,0
Other Middle East,,2001,0
Other Middle East,,2002,0
Other Middle East,,2003,0
Other Middle East,,2004,0
Other Middle East,,2005,0
Other Middle East,,2006,0
Other Middle East,,2007,0
Other Middle East,,2008,0.002544452054794521
Other Middle East,,2009,0.0034000000000000002
Other Middle East,,2010,0.0045385
Other Middle East,,2011,0.005083
Other Middle East,,2012,0.006445109589041096
Other Middle East,,2013,0.023465
Other Middle East,,2014,0.05459000000000001
Other Middle East,,2015,0.0987325
Other Middle East,,2016,0.3664211506849315
Other South & Central America,,1965,0
Other South & Central America,,1966,0
Other South & Central America,,1967,0
Other South & Central America,,1968,0
Other South & Central America,,1969,0
Other South & Central America,,1970,0
Other South & Central America,,1971,0
Other South & Central America,,1972,0
Other South & Central America,,1973,0
Other South & Central America,,1974,0
Other South & Central America,,1975,0
Other South & Central America,,1976,0
Other South & Central America,,1977,0
Other South & Central America,,1978,0
Other South & Central America,,1979,0
Other South & Central America,,1980,0
Other South & Central America,,1981,0
Other South & Central America,,1982,0
Other South & Central America,,1983,0
Other South & Central America,,1984,0
Other South & Central America,,1985,0
Other South & Central America,,1986,0
Other South & Central America,,1987,0
Other South & Central America,,1988,0
Other South & Central America,,1989,0
Other South & Central America,,1990,0
Other South & Central America,,1991,0
Other South & Central America,,1992,0
Other South & Central America,,1993,0
Other South & Central America,,1994,0
Other South & Central America,,1995,0
Other South & Central America,,1996,0
Other South & Central America,,1997,0
Other South & Central America,,1998,0.0486217482982277
Other South & Central America,,1999,0.049829117834190584
Other South & Central America,,2000,0.051019821069209374
Other South & Central America,,2001,0.05285377371246988
Other South & Central America,,2002,0.05342822991617802
Other South & Central America,,2003,0.05750775783290705
Other South & Central America,,2004,0.060077911575384106
Other South & Central America,,2005,0.06348360359082085
Other South & Central America,,2006,0.06683778576837429
Other South & Central America,,2007,0.07070810082284641
Other South & Central America,,2008,0.08002191291482928
Other South & Central America,,2009,0.08583703064361375
Other South & Central America,,2010,0.1170950950492977
Other South & Central America,,2011,0.20543269252156826
Other South & Central America,,2012,0.36739374994725865
Other South & Central America,,2013,0.46279474085915256
Other South & Central America,,2014,0.6027961052092616
Other South & Central America,,2015,1.3995479421145358
Other South & Central America,,2016,2.166706939443393
Pakistan,PAK,1965,0
Pakistan,PAK,1966,0
Pakistan,PAK,1967,0
Pakistan,PAK,1968,0
Pakistan,PAK,1969,0
Pakistan,PAK,1970,0
Pakistan,PAK,1971,0
Pakistan,PAK,1972,0
Pakistan,PAK,1973,0
Pakistan,PAK,1974,0
Pakistan,PAK,1975,0
Pakistan,PAK,1976,0
Pakistan,PAK,1977,0
Pakistan,PAK,1978,0
Pakistan,PAK,1979,0
Pakistan,PAK,1980,0
Pakistan,PAK,1981,0
Pakistan,PAK,1982,0
Pakistan,PAK,1983,0
Pakistan,PAK,1984,0
Pakistan,PAK,1985,0
Pakistan,PAK,1986,0
Pakistan,PAK,1987,0
Pakistan,PAK,1988,0
Pakistan,PAK,1989,0
Pakistan,PAK,1990,0
Pakistan,PAK,1991,0
Pakistan,PAK,1992,0
Pakistan,PAK,1993,0
Pakistan,PAK,1994,0
Pakistan,PAK,1995,0
Pakistan,PAK,1996,0
Pakistan,PAK,1997,0
Pakistan,PAK,1998,0
Pakistan,PAK,1999,0
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0
Pakistan,PAK,2004,0
Pakistan,PAK,2005,0
Pakistan,PAK,2006,0
Pakistan,PAK,2007,0
Pakistan,PAK,2008,0
Pakistan,PAK,2009,0
Pakistan,PAK,2010,0.0075375
Pakistan,PAK,2011,0.02345
Pakistan,PAK,2012,0.054586643835616434
Pakistan,PAK,2013,0.12227500000000001
Pakistan,PAK,2014,0.2219375
Pakistan,PAK,2015,0.3140625
Pakistan,PAK,2016,0.520672602739726
Peru,PER,1965,0
Peru,PER,1966,0
Peru,PER,1967,0
Peru,PER,1968,0
Peru,PER,1969,0
Peru,PER,1970,0
Peru,PER,1971,0
Peru,PER,1972,0
Peru,PER,1973,0
Peru,PER,1974,0
Peru,PER,1975,0
Peru,PER,1976,0
Peru,PER,1977,0
Peru,PER,1978,0
Peru,PER,1979,0
Peru,PER,1980,0
Peru,PER,1981,0
Peru,PER,1982,0
Peru,PER,1983,0
Peru,PER,1984,0
Peru,PER,1985,0
Peru,PER,1986,0
Peru,PER,1987,0
Peru,PER,1988,0
Peru,PER,1989,0
Peru,PER,1990,0
Peru,PER,1991,0
Peru,PER,1992,0
Peru,PER,1993,0
Peru,PER,1994,0
Peru,PER,1995,0
Peru,PER,1996,0
Peru,PER,1997,0
Peru,PER,1998,0
Peru,PER,1999,0
Peru,PER,2000,0
Peru,PER,2001,0
Peru,PER,2002,0
Peru,PER,2003,0
Peru,PER,2004,0
Peru,PER,2005,0
Peru,PER,2006,0
Peru,PER,2007,0
Peru,PER,2008,0
Peru,PER,2009,0
Peru,PER,2010,0
Peru,PER,2011,0
Peru,PER,2012,0.0597
Peru,PER,2013,0.19690000000000002
Peru,PER,2014,0.1993
Peru,PER,2015,0.23025534299999997
Peru,PER,2016,0.241632
Philippines,PHL,1965,0
Philippines,PHL,1966,0
